sentiment,content
1,quicheismadness thanks following pretty complicated id lol
0,fyi ruin hollywood closed last friday closing night
1,warm evening met new neighbor they re nice
0,feel sorry bestie good luck ali
0,today go slower time dragging by
0,rain drop keep falling head
1,like old day drinkin old spot
1,shout sanjeev thank first follower twitter
1,maxcarver hey im fan new zealand loving show even tho soooo behind episode haha keep good work
0,japanimated miss
1,charmainelhs must insist write essay twitter way character
1,bbrownnewcolleg congratulation
1,lemonjat hehe funny the midget thing cheer alex wave germany right now spain d
1,niqhty niqht niqht toqether great day ayyojayfressh ily yall
0,brodyjenner u watch hill london u realise tourture week week late watch itonlinelol
1,got home glad decided go out yay new friend yay hug crush happy
0,espncommunityed forget nash disappointing sun fan
0,ugh know u even care nicole richie c missed tv last nite despite twitter jennortigoza
0,lost voice torture
1,nlouisem thanks
0,i m still full buffet palm stomach actually hurt ugh gluttony bite
0,woke nap ate nasi padang pisang cokelat
1,smartiej sound lovely hope great day
1,need pack cali cali cannot waittt thinking glass wine order celebrate weekend vaca still work morrow tho
1,u who s heart break little time year know loved next week new week
1,mikedignammusic coool thanks lot xxx
0,jaz paige aww hey know you lol i m sick outtie me
1,watching miss cytheria
0,howardlindzon kiss as looking forward central mountain pacific mother s day tweet forget pei
0,i m sad really really sad
0,can t believe i m peeling one half day sunshine
0,dont wanna work tonight
1,inner desire go isle middle mediterranean soak sun good night dream inner desire
1,error well greatly appreciate comment mean lot me i m working them work progress know
1,danosphere beautiful mn day i m stuck inside playing zelda i ve gotta play least hr today
0,wow realized checked twitter since am saw to do list good news got lot done bad news don t know day went
1,day start moving
0,jason inc sound good still like friday although mean go work tomarrow
0,mitchelmusso hey mitchel live again get chance call
1,valerie quite few peacock oceanographer s choice new favorite play
1,michaelmagical warmfuzzies you friend
0,biosshadow i m going sadly maybe next year eh
0,singpolyma aaaaaaaahhhhhhhh hate internet people learn quot native widget always best quot
0,babysitting dog they place
1,lived band s first performance pretty damn fun
1,robtsmith good morning well rob great day
0,xxyoushinexx hey haha yep me negative comment get reallllyyy mad always defend them haha
1,raining missed rain much grateful
1,living autism bright side twitter morning
1,gave homeless lady named ruby ice cream sandwich cigarette gd deed day p
1,liveinlove yes haahaaa break jellybeaniesss
1,jbcp separate desk computer side room short divider but we re thinking need extend ceiling
1,f lou hahah hopefully enjoy day
1,eashmore like real time guy ha g night amp happy birthday kid
1,newyorkchica understood pre coffee tweet i m good
0,got home work tired
0,ok grey cold day la listening pj harvey jenny lewis cat power i see pattern here
1,writer quot they make wonder why foisting little pipe dream story head onto people quot like writing
0,tahninial nothing make up last time checked jar curry sauce pepper inside disappointed
0,taylorswift soooooo wish could im school myspace completely blocked
1,wow sunny day recovering erased file
1,pranajama i ve never prague money it ll first city visit
1,jt nigerianboi thanks jt also enjoyed will r u following me ill follow u back
0,running past couple day due bad knee still guitar hero metallica arrived kept amused time rock
1,yousifmind good morning asa mo b important class p
0,hate feeling get listen song completely reminds thing used amp get emotional
1,happy mother s day lady hope wonderful day
0,kirsty l got excited thought exhibit sydney
0,seems really quiet tonight am jealous clearly exciting life bed think
1,raehole melissahope lady see ghost girlfriend past really liked it amp would totally see u
0,got fight pavement think poor little knee
0,chrisdjmoyles justice left dj talent voted n
0,vegasrex wish time back airport already
0,tryin fall asleep work
0,sweet charlotte should another thrown i m sure one american family
0,left inn im school dang straight dead here lt hannah
1,watching video facebook make feel like biggest creep guess am also tweet woohoo
0,i m dreading hearing even worse news tonight
0,miss friend plav time long day work hahah
1,accepting maid application would nice start first thing tomorrow would make wonderful mother s day present
0,soooo bummed i m missing blockparty again able get app listen iphone
0,headache headache go away
0,jclayville feel pain lived apt mo previous tenant cat burning eye tight lung gregg
1,starting chuckreynolds bday bash blue moon photo http bkite com kx
1,may th you happy star war day http ow ly aw
0,askfrasco ooh fine ya know toooo late sorry dat
1,jaydoub hello im good thank tottaly tired working lot today tottaly shattered u
0,feel super sick
1,lopezwilfred yeah too lookout tweet too happy tweeting
1,celebrated mother s day best lamb roast lunch followed box cadbury s shared around table wonderful day
0,superstarnikki one day
1,jaysodmg heyy jay wat s going witcha amp want twitter background already know gotcha need anything
1,got home city light show yeahhh
1,star trek grtsat bggeting drunk
0,bsweichsel like eight year ago sure would happen
1,courrtneyyy thank much neitherrrr
1,agoodstein timknapton good role model like yinz think
0,rawrgoesaimee ah bibisita ka kina gq bukas sasama ka sa rusher eb able visit jumpstart tom coz something
1,twlux e thanks following me nice meet
1,mood way much fun lol love dance techno lt life love stress amp amp set back lt gnite
0,boy girl lie awww santa real either
1,rkuang know right i m super excited told y all busiest time year
0,jferlee see last night oh well watch theater that s must
1,happy juddday everybody
0,ipod died running charged
0,selenagomez awwww we re gonna miss you
0,sparklethots love birdy nest though already got u another kind
0,sochae too know miss excitement lol
1,babygirlparis hope great weekend paris
0,wow serious hard time sleeping decongestant keeping wide awake wanna sleep
1,dhughesy host next logies laughed bit really
0,feelin really awful mono sux much omg listening music
0,aww thats wikid need book myne sooon miss lovely im ned brekkie speak soon dudde xxx
0,active girl bummer mail came package
0,jthaessica yeah dnt go there dif apps phone sad reason lol
0,already miss mohawk
1,am sunday going meet mom breakfast beach
0,actually hot today the sun got hat every one got tan except
0,jeremydurden really miss right
1,zobi cast true blood
0,home whitney s sleep church bit dangggg i m tired worth
0,sad http bit ly bjth love kelly lt
0,sbcvandy omg know give stroke everytime go getting mad them quietly window rolled up
1,glasgowgooner boo well good fun tho suck u cant get card finished th last night tpt took street lol
1,chelsea anstee hope expo would amazing im trying hard make perfection is
1,simonrim cheese counter go thanks
1,cleaning day
1,got up went outside planted flower watched lee evans dvd knew bank holiday fun
1,discovered great site
1,welcome family new pillow im going lay head tonight
1,happy birthday mommy
1,followed compliance great watch say now
0,friday well technically anyway but really thursday me dang work saturday morning
1,rizzotees lol point laugh
1,sittin home hellllllllsssssss yeah got girrrrrl boy amp mangy cat good time life goodnight twitter
0,today weigh in lost pound week o depressing
1,exam haha remembrd china buffet king yesterday vair amusing
1,camilleprats happy mother s day
0,want ben jerry lol tweet people im bored
0,sad friend everyday long as time
1,happy bank holiday
1,theonlysv haha nuu solo qoincideencia en seriooo
1,elephatt lol thanks you nice meeting aswell looking forward tweetversation
1,ceramicheart heart sings
1,danijelabaron good morning lincolnshire could use exercise also
1,sittin fire yes
0,donniewahlberg i m feeling inspired today i suppose b ham concert tonight
1,light bike sound good hahaha
0,hot day making tired
0,unopened pack goat cheese starin face starving din til
1,omg nicolekennedy found thnx
0,finished exam almost moved hall leaving london tomorrow
0,flickr longer recognize e mail address can t log in
1,wildcurl well still can t wait one shot
1,starbucks farrah
1,eating dillybar dq yuuum
1,tomorrow he ll gone new home i born single our little puppy basset hound
1,taylorswift woah that s cool landed london and hour ago i love scenery beautiful
1,doctor anyone wanna somethin bit
1,blokeslib absolutely quot his view quot section site know busy welcome guest post
1,southphilly mel thanks nice u appreciate u
0,mitchelmusso wish could would cost much call way uk
0,christineknight poor love hope get relax somehow weekend
1,happy mom day
0,i m fun filled evening funeral home joy
0,want part window clubhouse wl space blog random place share window stuff
1,going indiana baptist sunday pray summer missionary
0,analystalterego bad news go take dog walk they re upset w me
0,feeling good kinda tired miss him can t wait grad weekend
1,thebraysmommy thx hoping good week
1,home bed i m super duper excited tomorrow
0,ceo inthemaking aw
1,visiting friendster facebook
1,jnacool dont understand sensex but wow
1,goodness go single shit go crazy haha fuck this like single much want holla
0,sandy b shes bad sort lot pain
0,i m slowly reallizing burn got work hour ago really suck
1,finally hit friend thanks
1,whoaaitskristi omg i m soo excited i ve waiting ever since saw th one midnight night before
1,laughed much today picture lauren chest hurt
0,looking sister facebook miss yani
1,happy mother s day http bit ly lrsng
0,wanted go club dancing but iï¿½m tired anyways go work tomorrow
1,helloheartbreak thanks bb
1,havingmysay dude favorite sandwich place ever ummm take picture
1,novawildstar nothing sort nevertheless shall go share magnificence wider world
1,robinmeyers look like full lincoln marathon yesterday awesome hm tough
1,omgoodness finally back dinner fam bam
0,thinking life dream seem appealing give up im jealous every band artist living
0,finished whole box ice cream
1,heading kitsilano bbq weather b e a utiful x
0,oh my foot s hurting now minute took though
1,sneadles great picture ton money day
0,jasoncalacanis damn missed live show guess wait till available itunes
0,could kill him hollyoaks made sad
1,cannot find poetry book dad s i m tear room looking it don t i m gonna sad
1,robinmatthewfry thats great i ll make sure get copy
1,missing morning work cause bench press back jakarta goodluck diga test easy peasy hehehe
1,fun airshow boy today exhausted
0,dark knight dvd missing i m pissed
1,postlemonkey oh awesome yahooo good night sleep tight let bed bug bite
1,hstreet always good see even cyberspace
0,enjoying sun heavy heart depeche weekend spending time man love double gutted
1,thefuzzyblueone me doctor laugh oh no no no dr crane s patient arkham aslyum work
0,r i p lil si s cousin babyfather jimmy aka gemstar
1,home home last time step outside life
1,dinner rainforest cafe laura
0,morning all wash car remind me choose white again http bit ly ymb
0,say miss cousin badly http plurk com p xbha
0,jenny gorgeous pffff love style want outfit
1,robdyrdek husband wear shirt time think send way
1,jessums yup working recover anything though
0,jhaywardbenzal ouch hate happens
1,got back cheescake factory boy oh boy gut stuffed
0,totally confused bored life must change
0,i m still office and sun shining
0,xkirstyxo basket case mine miss it going listen shit load
0,wynstonfernando take class fall cool though im okay
0,ladylogan wish could but i m work on
0,burnt zuccini
0,i m sad beloved boy online wait everyday
0,myke yooo myyyyye bust i m sick tooo shoot me long night tonight
0,sarahbellafina sleep need go mum time get there clara bed
1,hey guy i m going create iphone app that s twitter client called tweetilicious please reply thought
0,working still sick
0,im gonna fail test miserably history
1,operation conference call great peep campusadvantage team y all make monday bit easier handle
0,missing deeply
1,becckysmith aw no yeah must say good haha
0,hour sleep mild hangover carelessness loss brand new ipod pouch
1,ok got nail done day sweet
0,cancelling javaone http ff im nzth
1,st ty follow back nd grrr don t cuz mess able follow others u want ur
0,ugh going skool
1,silly http twitpic com jkb
0,thereal redbone stop babe u makin feel bad now
1,ok hit point relaxation heading bed sleep well happy mother s day mom there night
1,ton fun w muffin today
1,way st martin vacation week
1,phone keep beeping me thanks alan speeeeeen
1,robluketic thank much nice happy hear voice really started something good xo
0,mileycyrus yeah isnï¿½t prom germany although school almost everywhere same
0,grimestopper loss client lost job too hope quote later today turn work drowned sorrow w huge h
1,moredays moredays yay yay taken nearly finished better good
0,cameronmarion one even liked answer life last night pshh
0,moonfrye working extra hour
1,ok im pass out tonight lovely buenas noches mi gente tomorrow shall party again
1,jimhunt smile one avatar permanent condition
0,kheiny beneath show got cancelled bummer guess wont see til cornerstone goign with
0,bigggest headache
0,barg posted gmod birthday see it
0,trying watch boy flower online streaming suck wireless crappy
0,aw see robert practice make sad
1,hello everyone im sitting rocking sam air best classic rock station twitter
0,puppaz really suck feel bad least woke eight
0,jus planted garden backyard
1,mzjennx uhh congrats two year anniversary
0,gatorade first thing morning yumyum feeling shattered must arise revise tomorrow
1,happy star war day every one may fourth you
1,test shooting later afternoon mention holland indie wine festival week tongue red
0,spanish crap
1,laniew exact one thinking bestttt
1,i m actually skype ssshh tell anyone
0,missing bffls missing friday night date hot dog dinner know evening hold
0,sunmess performing lifeball vienna year unfortunately get chance see her
0,buddytv found giveaway wish would known sooner happens unclaimed city
1,deanomarr italy greece love italian men hehe
0,tcwmatt oh no well get back lot picture
1,laughing reason maybe i m tired haha maybe go bed night
0,finellskii fun sad guy
1,whoooooo spcn ready cheer dariane
1,wow up coffee hand already outside peaceful sunday morning
0,already c office people melt we re fighting air con fan help can t find budget
1,getting ready leave school wednesday
0,glamvoy yes think unless changed sent u happy mother day text u never responded back
0,oh god my favorite havaianas broke three year service missed molded perfectly foot
1,darrendoyle oh lot put desk year guess they ve done would ok back lol
1,going home hope one saw play
0,brookeleeadams gutted live office girl anymore
0,burning tongue ton soup
0,peachypictures oh dear take back request get drunk fizz def regret next day sure fired hangover
0,pretty good day let s see night go oh work day tomorrow picnic
1,abstractg grendel tigertigercb woohoo got sunbeam cafï¿½ series grinder eu food epic win
0,work oh first day monthly visitor ahhhhhh
0,lunafactor kinda wish went now can t fall asleep
1,socallove yeah get better though know it
1,spookygirl great project wish could done dd old now
1,tim buckley good morning sunny london sound like oxymoron happens true today hurrah
0,doc said bone look quot fine enough quot also see rhumatologist i m old lady
1,finally plugged listen flashpoint http www kpfa org shoutout norabf missed segment chevron
0,rip robin washington park library
0,think book gone forever mourn forever shit
0,two page assignment weekend go chance relaxation
1,tam looked page realised radio show get play call want love track
1,kolsweetie hell yeah belgian beer bomb p
0,lost work nt happy right sloanster
1,danslevin welcome thanks inviting u talk hoursnz like becoming parent one really prepare
0,siggidori sorry i m creating new comedy style quot bad joking quot
1,year funniest thing dancing sooo happyyyy
0,everythings sooo messed up life suck
0,twitter fail life sometimes oh well http tinyurl com qkxhq
1,want go walmart go alone
1,mattgarner haha what s matt
0,kathleen bee coincidently friend cancelled movie date
1,realhughjackman absolutely amazing wolverine sooo beautiful also amazing person look u
0,bragging kitten cuteness cat never came home wanna throw
1,laurenmontonen didddd met
1,goooood beer tiiiimes
0,work go
1,havin much better day today finished last twilight book yesterday class start next week get yall
0,way sleep next day way wake up she ll returned amp missed much
0,deanm hey twit watched poor holly britain got talent poor thing people mean year old little girl
1,went got pedicure manicure daii den sunbathed daii best day eva oh yeh did teeny bit study
1,oh happy day nice weather smiling happy baby icecream later
0,livin ur iznt nice all miss mum
1,goodmorning father s going balistic i d say i d rather get beat good day please text
1,cassowaryjewel excellent point
1,finally home tomorrow day quot amazing quot
1,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
1,cactopus too thanks completing calvin appreciated
0,traffic lame matter hard try can t get anywhere time movie yay
0,working tonight http plurk com p xkbv
1,retrorewind dave thanks playing happy birthday nkotb today bday lonely bday today
1,woke end got bored
1,mile run meter swim thing looking better better laying bike today
1,mrssprousex mee look amazeeeeeee
1,pugged ready go device update on feel free bombard time time actually get something done
0,angel oh totally want see star trek kristine already seen hubby
0,really mad forgetting may deadline mile award trip south america unitedairlines
1,nakedsoap dandineen lol yep sure do although must get house today
1,great see oin amp cynthia happy dinner great cute little place bad oin got sick afterwards
0,gabrieledurning sadly late traceycakes got elsewhere still yummy tea w wee wknd
0,trying new twitter client can t seem get new theme applied destroytwitter
1,robdelete yo think last night good see ya
0,know told didnt want stay home lied really want stay home
1,haha lacey shutdown livestream party time
1,jocalling hope wish come true someday
1,back weekend getaway energized another week bring on lol
0,happy mother day going zoo wake oh god noo
0,velf missed last night hon
0,helloinsightful cereal doesnt come toy anymore jus thinkin buyin wrong kind say aint mo
0,http bit ly ww noooo go orlando omg i m gonna cry
0,eldorado house goodbye aliante house memory made memory fade
0,meant mama
1,mynameismo good morning here s hoping good one ya
1,timhahnproject heh moved house pius pep rally cheering band
1,igortizz hahahahaha u look really good ur picture
1,happy star war day may th you
1,allo twitter today
0,getting ready school reading what s going set montepulciano practically cry cause i m
1,erics thank you know really love bhb
1,workout done today time get ready work
1,madonnacalling fav cd
1,hungrygirl that s bad movie s really pretty good scared away even people costume
0,rockin river me tonight
0,sharlynnx aww thank xx
0,ohcherub yeah know mwan
1,ddlovato second episode sonny wac new zealand tonight and still are amazing ily xx
1,hour shopping over good effort best part chocolate shop yujm yum even
1,inthebattle really cute one favorite
1,fantastic full on weekend going finish high cheeky chilli thai fried rice amp glass red
1,well good job two cousin graduate good luck life lt never wear pajama pant school gt
1,laingrithdz thanks lot kind got back nice drive fun car drive nice day
0,bored tear without boy dad s week
1,delicious pav bhaaji finely chopped onion little dash lemon yummy
0,sigh guess we re gonna meet today
1,dayteed cool linux
1,happy google wave trending can t watch video it certain flash video blocked company s network
0,sigh stayed late cause role w assessment i m tired eye r stinging amp head hurt amp still need word
1,chilled day party tomorrow
0,minute never class again kinda sad cause class fun
1,boat way norrï¿½ra gonna chill while party tonight
1,me chiel well i would love zoo p dont think sunday sometime i want to
1,sick ians coming good
0,nkirchmar minute go day weekend leading birthday tuesday work birthday
0,suddenly remember memory ohhh please
0,found one coworkers actually like leaving
0,dreary bus ride home im rubbing eye least spend day school hr well spent
0,aliwise tmz harvey levin type tmz find people
1,thesupergirl extremely excited i m day behind
1,love job getting real sleep icing birthday cake morning
0,msalonen feel like truck hit too also resemble man hit truck
1,archiedineros yup stayed end exciting
0,ugh back killing me
1,wonderful piece cake lunch else could want
1,doctor office woooo much fun go back wotk cant afford off
0,kristie same going try warm milk i m lactose intolerant haha
1,iced coffee vanilla ice cream uber sick mix
1,getting fab portrait ready upload today
1,massive headache going see terminator tonight
1,russiandiva tat look beautiful heck mama business woman dana
1,sozah morning sunshine
1,annadifilippo fun without pasty lt
1,sleeping rest day busy however got spend last favorite babysittee the kid great
0,beckybuckwild omg beckky love you g s rootin you hows thing going
0,im really sleepy want go bed but upstairs mess know im gonna clean nooooo
0,heading graduation like this oh nick i ll looking you
1,mycaribbeanfood enjoy congrats thanks recipe we ll tomorrow morning
1,frozenthesword yay hope day work wonderful si bank holiday england today everyone work
1,http twitpic com ymw i m gonna miss guy much thanks making year senior school amazing
0,nd written fuck get le idea every day every day
0,already missing biddy bop home mom s night watching little bro getting rest birthday party tomorrow d
1,http tinyurl com dtb nice photoshop effect
1,movie pretty interesting actually gonna finish watching it probably seeing star trek tomorrow lt zq lol
0,far sick sing i ve got post nasal drip sore throat sent sorry email
0,narrated kool it s job blame
0,gracious greta good box worth way that
0,girl across hall say cat got landlord showing apt heartbreaking
1,wah american chocolate cheese cake chweet mummy muaxxx
1,new phone arrived office much else gona get done today
1,aimzsta hehehehe oh love purate english sooo much
0,nacmacfeegle sad see despite glib
0,observation aside riverwalk pretty much cute girl downtown sa
0,back know misunderstood see thru ur eye u love mama love
1,bunnydrumming hi bunny recently subcribed channel youtube make great stuff kinda wanted say hi
0,misfitdior good morning misfit pass tylenol
0,annavodka i m sorry hear that make sad
1,finished ysc runthrough service gonna awesome http tweet sg
0,still feelin like blah hour
1,photo jdperry seriously theseï¿½pictures make day hahaha iï¿½always go aroundï¿½saying ï¿½omg you http tumblr com xznpirs
0,afey umm abt comment like p quot i dont like this quot
1,tagaytay family happy mum s day hot momma s
1,jumping im shower long day work shall feel ahmazing math
1,aileenu yep converted blip great hear lot others suggestion pretty great stuff
1,i m glad good job
0,miss tugger misto last night amazing lt close
1,learn fly higher http tinyurl com tool
0,idk im hyper im jumping everyhere ugh let let friday sweeney todd cinco de mayo il party
0,social saw g awwww
1,really want see cash cash
0,irkengir no result salary decrease
1,time tscc
0,overshoottv thx old computer here slow kubuntu blender really
1,andyclemmensen seen game website awesomness go msn
1,mumphlett good girl nevah tell hahahahaha hope good weekend
1,shelleymcarthur cambie slightly event leave waiting feedback though i ll keep u posted
0,onyxx b show sold wait til tomorrow sunday
0,make feel like used
1,fun webcamming caroooo
1,giving manicure pedicure ahhh i ve missed nice pretty nail
1,done photo album im good person make quite private now pity ben haha
0,getting hair done missing
0,im going bed dnt feel well always
0,mareyachristina nope i m bored hungry
1,pom pup favoring front paw
0,themikekelly sorry mike assuming music missing i know then mystery
0,missed britain got talent gutted
1,merabobera wantttt
1,http tinyurl com cnlzh forgot much like song
1,ah lovely day bike ride cake making is rooting revising best x
1,lilmoxey yay full term
0,arnteriksen i m exactly day are man buried followfriday
1,dannywood good morning dan bday plan getting exercise today love ya see nyc
0,feeling like crap today hopefully nice relaxing swim trick
1,xxdepinkladyxx know join freekin club
0,ferretwho defeated polo
1,morning everyone hope great sunday
0,aianna nandiaramos sadly not no they re colleague work party
1,time school i m feelin good jog good aloha
1,fonejacker haha know work blip apart obvious thanks reblipping song nice day xxx
0,aw one fishies died
1,movie weekend i ve watched movie far
1,rockin minivan til sti ready miss already
1,instant messaging two favourite conversation guy
1,jessbooka drove past hotel wish u ere i m thinking december trip real white xmas
0,everything going wrong quot happy day quot
0,sometimes feel like person world without iphone
0,panda express long i ve missed
1,love john mayer s update modeling hot sun sweaty jk seriously
1,jaybusy lol
1,wishing warped tour came london canada
0,last business day month wrong time get new tag people
0,peep coming chi twn today weekend hang w dont time always workin
1,faninfo absolutely good backup romo december
1,alphonso i m sf right
0,nothing like getting work finding cover extra shift week look like another hr work week
1,scenexxqueen haha welcome world fail together
0,going work one suck miss happy hour sonic
1,vengeancechrist hey girl sent ya message myspace
0,etsy never noticed right guess that s heart always dreaming travel
1,chamber hahaaaha
0,think quot how much want it quot factor really want fit again that s going happen
1,listening hardqueen last night underground screening awesome job latapia
1,jerennyofficial hahah jonas min woop woop fun doug cmmt convo magical hahaha
0,neeeeed plan one hang tomorrow booo
0,regrettin decision made
0,feel guilty bc think fault hard drive died
0,joek depressing i m stuck inside day
1,followed great super mazembe one favorite around http blip fm jkbp
0,kimp know already two week
1,great night ashleigh make good dance teacher kicked ben butt pillow fight
1,echoinghim pleasure playing guitar you fun
0,pool today stupid weather
1,mikehuntington oops drunken stupor lol ima check
0,therealgiftednj yeah
1,thirtysix funnily enough roland president social club
1,rosehwang good evening rose
0,jenhp bummer get book signed sigh
0,tired sad
1,alexarpd nice action shot http bit ly mzfx miss working pole dont see client everyday lol
0,singz think im jst abt done ur girrrlfriend im leavin im leavin jst love cm
0,school we re gonna learn use skype
1,sharonhayes twappy http bit ly dqvk
0,mitchelmusso sad i d love talk live uk can t wait new album please say hi xxx
0,kellykfog totally unsurprised dave coming back annalisa wrong it opposite big warm mellow dave
1,morganmartinez dream hanging friend good woke there
1,mightyvanessa hahaha that s cool pic sal made daniel you lol
1,get see hopefully meet guy next week rotr wait adelitas way invincible http blip fm ynxr
1,jodiontheweb hilarious hope saw crosby douche shirt picked wore bc it
1,listening maroon quot song jane quot one favourite album time
1,home tonight fun thanks
0,ahh man getting ready work wanna sleep
0,grr fatboy slim edc lineup
1,ihatecrayons http twitpic com wp like it
0,dont get see boy tomorroww im sad
1,feelin bit dangerous watch tha vids http bit ly xus
0,lowestformofwit
0,havnt gotten month ex seems dating spark anymore still love loser left
1,ilanrubin freaking awesome job tonight seem really lot fun picture wanna send you
0,really wanted job
0,prom s today bought ticket im going cause dont dress hair done ect suck cause gonna awesome
0,teeribbzz noo u dont even know upset right now
1,ankita gaba evrytime listen name tat plce reminded mojojojo dexter s lab
1,filce haha know cant handle fame thank you
1,aclockworktoad take lot pic really pretty there lot palm tree
0,clintonsparks told u tried said late cause girl took ever get ready wanted meet
0,honestly home alone
1,stevensmith indeed twitter mate happening here enjoy hope see arou http twurl nl joxe
1,one greatest day ever spent whole day besties amp celebrated installs friend love oh much lt
0,eightwednesday emilyhilleren lost membership got boosted club lonely
0,zacofficial twitter phone sad
1,beach time
1,stonebrewingco um thats favorite beer must torture can t make there
0,besides feeling sick some thing made feel particularly happy
1,content life moment
1,can t wait hand work tomorrow im practically finished year yay
0,cassiefasho wish still loved
0,ohh boy baby tooth came
0,mad glee premiere till fall
0,leaving atlanta morning catch joco pa amp st i m excited missed p amp s d con last year made sad owl
1,left work inventory way easy got put highschool musical cd amazing goodnight goodnight everyone
1,great night justine boy westconn people met tonight haha
0,stuck long as traffic motorway i m gonna get home pm i m tired
0,busy day time tweet bmore what s happening weekend
1,chemicalbullets thats sweet
1,choir assembly bad fucking hot yay
0,someone feel good
0,wish going see patmaine johnmaine garrettmaine jaredmaine kennedymaine today i m sad dont
0,trying install vodafone internet key eeepc remember worked box today want work
0,josie s surgery officially unable procreate way it poor medicated baby
1,darke ascension hope great one ya http myloc me tvd
1,marisette weird maybe update sent phone haha
0,eujean yeah
0,x crazyangel gah gregg got hot talented vote dammit
0,gotta go i m going circus real circus britney s tour sadly
1,may th starwarsday
1,ddlovato wish there live holland i m going see paris
1,sadknob ok happy hear feeling fine
0,say i m still dreaming nikon d errr ate kuya please lang huhuh http plurk com p wxrx
1,tiiiiiiired going bed drinking lead making boy later forget name drink kid goodnight
0,phew melting stupid fan picked good day stop working
0,brother wandering around house underwear charming sister female guest i m sure
1,keza cool good know
1,listening jubey snoring phone hehe goodnight
1,really really getting excited
0,birdsandbones meeee too listening sad music missing you p http www daytrotter com
0,aaaaahhhh friday but funeral
1,nice win dodger giant
1,spitphyre well good luck twpp hour time think way home fun
0,got bullied dillah help
1,jennettemccurdy http twitpic com vvr cool mother awesome hair style wish happy mother s day
0,krisreyes btw bot
1,good morning ti rainy monday morning blahhh
1,alyssa milano good morning alyssa hope u great wonderful day today im happy cuz today last day class yay
0,lonely need company
0,rehearsal gonna miss game please keep updated go nugget
0,msn none on
1,chicagogirl gotcha place atlantic side better surfing plus like close crazy foreign restaurant mmm fl
0,well guess i m heading la weekend doubt i ll get go p blog meet greet
1,sulumits retsambew thinking billion here billion there pretty soon add real money
1,olorinlorien know snooker though nicolaherbert ate huge fan
1,trekkerguy already great day enjoy weeties
0,simple greeting unexpected people actually lighten mood ever happen you
1,nizhonipetphoto wannna go wanna go anywhere jersey
1,need write really bad someone go get diary flat
1,darklord ohh fun night slime miss place
0,jessiimiica like saddest person jtv right
1,well productive since am woohoo busy day lot do
1,hope day nice sun upon u
0,thejiggerjames same party tonight jig
1,jeninamaree voted you hope win
0,wish drems could come true
0,aaahhhh poor chop pig
0,think i m gay
0,leirastorm that s sucky we ll miss on
1,may th
1,annasaccone seeing friend coursework weekend work happy
1,morning prayer meeting amazing gift prayer i m completely buzzing morning christ alone hope found
0,retrorewind buff guy unfortunatly alot people dont know danny s name either sad sophie sweet
1,omgdarleny hahaa awesomee
0,woke up dont want go work
1,excited see samantha amp denise http plurk com p rrid
0,burned tongue workkkkkkkkkkkkkkkkk
1,oh great radio disney crash latest webkit kid run again hey wait
1,redrosepetals god bless oh so sexy rahul picture
0,cab slow probably miss first beer
0,minascope always traffic heading back long island friday
1,zipvojames well minus related greg lol just kidding
1,scary hooked wire n printed sum graph ohhhhhh
0,catching last bit later jools last series sob cry
0,lost one best friend iï¿½m sooo sad
0,really tired work whole day tomorrow thought depresses me uncoooool
1,bradiewebbstack every time write tweet always make smile let
0,vonstroke heidi finished set stiff kitten aundy
1,cindypon comiccon that s cool
0,looking forward driving storm
1,quot suprised quot mom cake present mother s day dad bought flower gt
1,trixie zombie wrangler sound like fun halo war
1,rachaelphillips wow really pretty talented lady impressed
1,laptop laptop taking sooooooooooo long load fdms myspace page
0,gfalcone ino o near cry sometimes forget actually live tv am talkin sme thing sxxxx
0,mcrmy lisa one online yeah
0,kirstiealley reply gorgeous hot pink shoe then
0,iamdiddy knew gonna kind party would ve stuck dick mashed potato
1,dayv haha playing
0,past am already spoiled rotton
0,aliceqfoodie wow mom lot energy i m getting tired reading tweet ur living it
0,sometimes wish thing could go back way beginning last summer
0,innonate juliaxgulia can t figure reply tumblr sorry get nyc can t go event b
1,thrilling time da joyride roadtrip nice driving pai paulo http plurk com p rrg
0,billiemcfly said nite x
1,wroe ohhhh excellent song hello friend
0,birthday over
0,owl make sad
1,williambeekhuis hahahaha train want on wild ride
1,lucykd lmao im joking mate
0,think computer sick
1,emarketingguru hi uploaded completely new chinese lesson www youtube com chineselearn please feel free watch enjoy
1,jami hirsch thanks follow wish plan open shoppe tc economy turn
0,amandamallard i m chaseton s either please die heart really sad
1,also lipton s sparkling green tea gross
1,hey thanks follow wow exciting new tweet
0,sometimes thing say hurt one love unintentionally never ever take back fix it
0,shabooty douchie lol thats hilarious man headache meeting
1,leeyecandy hahaha think pretty far me maybe next time though
1,sarahismail cool
0,i ve rome italy love there elegance style difficult live chicago elegance here sad
0,d died whatta letdown
0,omg trying fix pic working ugh also mom wont let sleep sanzz bad day
1,much buying awesome new phone sony ericsson berry d like everyone else
1,great time last night
0,now conjunctivitis left eye sign something wrong deserve this lol i m dying people
1,haoranc go it
0,one bringing snack
0,get hair cut morning looking forward spending weekend alone
1,alone weekend
0,bfly
1,fallenstar got that s i m following feel special
1,moving today i m excited
1,hi http gayorbispace com hope everybody safe amp fun weekend
0,at amp t cheated system green day ticket damn at amp t
1,arielsatriani do haha wash foot go bed momma boy
